eco_datetime_solar,Unnamed: 0,name,lat,lon,datetime_utc,eco_datetime_solar,hour_of_day,orbit,sceneid,build,process_count,lst_median,eco_LE,daily_median,alexi_median,valid,calibrated,L2_LSTE_QC,L2_CLOUD_QC,Landsat8_QC,MOD04_QC,MOD06_1km_QC,MOD06_5km_QC,MOD07_QC,MCD12Q1_QC,MOD13Q1_QC,MOD17A2H_QC,MCD43A3_QC,MOD44W_QC,uncertainty_median,geo_filename,ptjpl_filename,ptjpl_subset,ptjpl_map,ptjpl_neighborhood,daily_subset,daily_map,daily_neighborhood,alexi_filename,alexi_subset,alexi_map,alexi_neighborhood,uncertainty_filename,uncertainty_subset,uncertainty_map,uncertainty_neighborhood,LE_eco_mean,LE_eco_std,LE_eco_iq1,LE_eco_iq3,LE_nonans,LE_eco_mean_inset,LE_eco_std_inset,LE_eco_iq1_inset,LE_eco_iq3_inset,LE_nonans_inset
8/3/19 10:28,0,au_asm,-22.283,133.249,8/3/19 1:37,8/3/19 10:28,10.47833333,6095,17,600,1,299.7999878,216.1017456,166.1643219,,TRUE,TRUE,60352,1,160,85,51,51,51,0,2116,16,0,1,94.11779785,/ops/store2/PRODUCTS/L1B_GEO/2019/08/03/ECOSTRESS_L1B_GEO_06095_017_20190803T013727_0600_01.h5,/ops/store2/PRODUCTS/L3_ET_PT_JPL/2019/08/03/ECOSTRESS_L3_ET_PT-JPL_06095_017_20190803T013727_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_06095_017_20190803T013727_0600_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06095_017_20190803T013727_0600_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06095_017_20190803T013727_0600_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_06095_017_20190803T013727_0600_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06095_017_20190803T013727_0600_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06095_017_20190803T013727_0600_01.ETdaily.au_asm.csv,,,,,/ops/store2/PRODUCTS/L3_ET_PT_JPL/2019/08/03/ECOSTRESS_L3_ET_PT-JPL_06095_017_20190803T013727_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_06095_017_20190803T013727_0600_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06095_017_20190803T013727_0600_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06095_017_20190803T013727_0600_01.ETinstUncertainty.au_asm.csv,216.214087,1.694981721,215.29,217.272,25,216.13975,1.856474128,215.4545,217.56725,9
8/23/19 17:01,0,au_asm,-22.283,133.249,8/23/19 8:16,8/23/19 17:01,17.01833333,6410,19,600,1,296.3200073,38.85391617,150.5126038,,TRUE,TRUE,65472,1,160,0,0,0,51,0,2116,0,0,1,15.9551487,/ops/store2/PRODUCTS/L1B_GEO/2019/08/23/ECOSTRESS_L1B_GEO_06410_019_20190823T081635_0600_01.h5,/ops/store2/PRODUCTS/L3_ET_PT_JPL/2019/08/23/ECOSTRESS_L3_ET_PT-JPL_06410_019_20190823T081635_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_06410_019_20190823T081635_0600_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06410_019_20190823T081635_0600_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06410_019_20190823T081635_0600_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_06410_019_20190823T081635_0600_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06410_019_20190823T081635_0600_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06410_019_20190823T081635_0600_01.ETdaily.au_asm.csv,,,,,/ops/store2/PRODUCTS/L3_ET_PT_JPL/2019/08/23/ECOSTRESS_L3_ET_PT-JPL_06410_019_20190823T081635_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_06410_019_20190823T081635_0600_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06410_019_20190823T081635_0600_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06410_019_20190823T081635_0600_01.ETinstUncertainty.au_asm.csv,38.6376087,1.1805478,37.7445,39.4035,25,38.94733333,1.223482825,37.861,40.108,9
8/27/19 15:31,0,au_asm,-22.283,133.249,8/27/19 6:38,8/27/19 15:31,15.52944444,6471,17,600,1,306.2599792,77.32871246,95.62388611,,TRUE,TRUE,61376,1,160,0,0,0,51,0,2116,0,0,1,55.26777649,/ops/store2/PRODUCTS/L1B_GEO/2019/08/27/ECOSTRESS_L1B_GEO_06471_017_20190827T063856_0600_01.h5,/ops/store2/PRODUCTS/L3_ET_PT_JPL/2019/08/27/ECOSTRESS_L3_ET_PT-JPL_06471_017_20190827T063856_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_06471_017_20190827T063856_0600_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06471_017_20190827T063856_0600_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06471_017_20190827T063856_0600_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_06471_017_20190827T063856_0600_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06471_017_20190827T063856_0600_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06471_017_20190827T063856_0600_01.ETdaily.au_asm.csv,,,,,/ops/store2/PRODUCTS/L3_ET_PT_JPL/2019/08/27/ECOSTRESS_L3_ET_PT-JPL_06471_017_20190827T063856_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_06471_017_20190827T063856_0600_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06471_017_20190827T063856_0600_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06471_017_20190827T063856_0600_01.ETinstUncertainty.au_asm.csv,77.93952174,2.698346287,75.367,79.2535,25,79.09814286,3.002190411,77.337,81.03,9
9/4/19 12:14,0,au_asm,-22.283,133.249,9/4/19 3:21,9/4/19 12:14,12.24194444,6593,14,600,1,321.0799866,142.9298706,100.0465546,,TRUE,TRUE,64453,1,160,0,0,0,51,0,2116,0,0,1,103.8712006,/ops/store2/PRODUCTS/L1B_GEO/2019/09/04/ECOSTRESS_L1B_GEO_06593_014_20190904T032146_0600_01.h5,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/09/04/ECOSTRESS_L3_ET_PT-JPL_06593_014_20190904T032146_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_06593_014_20190904T032146_0600_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06593_014_20190904T032146_0600_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06593_014_20190904T032146_0600_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_06593_014_20190904T032146_0600_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06593_014_20190904T032146_0600_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06593_014_20190904T032146_0600_01.ETdaily.au_asm.csv,,,,,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/09/04/ECOSTRESS_L3_ET_PT-JPL_06593_014_20190904T032146_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_06593_014_20190904T032146_0600_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06593_014_20190904T032146_0600_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06593_014_20190904T032146_0600_01.ETinstUncertainty.au_asm.csv,143.729913,4.943895348,140.6115,147.052,25,144.60275,5.738442444,144.39175,146.718,9
9/28/19 12:16,0,au_asm,-22.283,133.249,9/28/19 3:25,9/28/19 12:16,12.27722222,6965,10,600,1,323.6399841,158.7371216,109.8036499,,TRUE,TRUE,43968,1,240,0,0,0,51,0,2116,0,0,1,112.6230621,/ops/store3/PRODUCTS/L1B_GEO/2019/09/28/ECOSTRESS_L1B_GEO_06965_010_20190928T032521_0600_01.h5,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/09/28/ECOSTRESS_L3_ET_PT-JPL_06965_010_20190928T032521_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_06965_010_20190928T032521_0600_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06965_010_20190928T032521_0600_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06965_010_20190928T032521_0600_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_06965_010_20190928T032521_0600_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06965_010_20190928T032521_0600_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06965_010_20190928T032521_0600_01.ETdaily.au_asm.csv,,,,,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/09/28/ECOSTRESS_L3_ET_PT-JPL_06965_010_20190928T032521_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_06965_010_20190928T032521_0600_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_06965_010_20190928T032521_0600_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_06965_010_20190928T032521_0600_01.ETinstUncertainty.au_asm.csv,159.20176,3.378756674,156.423,162.209,25,159.4361111,2.916335693,156.423,161.564,9
10/6/19 9:06,0,au_asm,-22.283,133.249,10/6/19 0:10,10/6/19 9:06,9.104444444,7087,15,601,2,312.019989,184.7283173,172.9313049,,TRUE,TRUE,60352,1,240,0,0,0,51,0,2116,0,0,1,99.12047577,/ops/store3/PRODUCTS/L1B_GEO/2019/10/06/ECOSTRESS_L1B_GEO_07087_015_20191006T001042_0601_02.h5,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/10/06/ECOSTRESS_L3_ET_PT-JPL_07087_015_20191006T001042_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07087_015_20191006T001042_0600_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07087_015_20191006T001042_0600_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07087_015_20191006T001042_0600_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_07087_015_20191006T001042_0600_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07087_015_20191006T001042_0600_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07087_015_20191006T001042_0600_01.ETdaily.au_asm.csv,,,,,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/10/06/ECOSTRESS_L3_ET_PT-JPL_07087_015_20191006T001042_0600_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07087_015_20191006T001042_0600_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07087_015_20191006T001042_0600_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07087_015_20191006T001042_0600_01.ETinstUncertainty.au_asm.csv,184.70104,1.394472416,183.821,185.649,25,184.5456667,1.003084354,183.821,185.316,9
10/23/19 16:46,0,au_asm,-22.283,133.249,10/23/19 7:50,10/23/19 16:46,16.77194444,7356,13,601,2,314.1600037,42.22401047,79.37425995,,TRUE,TRUE,39872,1,160,0,0,0,51,0,2116,0,0,1,63.82691193,/ops/store3/PRODUCTS/L1B_GEO/2019/10/23/ECOSTRESS_L1B_GEO_07356_013_20191023T075025_0601_02.h5,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/10/23/ECOSTRESS_L3_ET_PT-JPL_07356_013_20191023T075025_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07356_013_20191023T075025_0601_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07356_013_20191023T075025_0601_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07356_013_20191023T075025_0601_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_07356_013_20191023T075025_0601_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07356_013_20191023T075025_0601_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07356_013_20191023T075025_0601_01.ETdaily.au_asm.csv,,,,,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/10/23/ECOSTRESS_L3_ET_PT-JPL_07356_013_20191023T075025_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07356_013_20191023T075025_0601_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07356_013_20191023T075025_0601_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07356_013_20191023T075025_0601_01.ETinstUncertainty.au_asm.csv,42.50358333,1.231687593,41.78,43.448,25,42.25088889,1.27302426,41.78,42.904,9
10/30/19 14:09,0,au_asm,-22.283,133.249,10/30/19 5:23,10/30/19 14:09,14.15805556,7463,13,601,2,325.7599792,81.16625214,66.10942841,,TRUE,TRUE,60352,1,160,0,0,0,51,0,2116,0,0,1,51.48325348,/ops/store3/PRODUCTS/L1B_GEO/2019/10/30/ECOSTRESS_L1B_GEO_07463_013_20191030T052344_0601_02.h5,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/10/30/ECOSTRESS_L3_ET_PT-JPL_07463_013_20191030T052344_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07463_013_20191030T052344_0601_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07463_013_20191030T052344_0601_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07463_013_20191030T052344_0601_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_07463_013_20191030T052344_0601_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07463_013_20191030T052344_0601_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07463_013_20191030T052344_0601_01.ETdaily.au_asm.csv,,,,,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/10/30/ECOSTRESS_L3_ET_PT-JPL_07463_013_20191030T052344_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07463_013_20191030T052344_0601_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07463_013_20191030T052344_0601_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07463_013_20191030T052344_0601_01.ETinstUncertainty.au_asm.csv,79.73788,3.863735646,76.568,82.697,25,78.40822222,3.671797071,74.69,81.855,9
11/15/19 7:49,0,au_asm,-22.283,133.249,11/14/19 22:54,11/15/19 7:49,7.826388889,7707,13,601,1,304.019989,89.42858124,117.7227936,,TRUE,TRUE,43968,1,160,0,0,0,51,0,2116,0,0,1,44.00907135,/ops/store3/PRODUCTS/L1B_GEO/2019/11/14/ECOSTRESS_L1B_GEO_07707_013_20191114T225442_0601_01.h5,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/11/14/ECOSTRESS_L3_ET_PT-JPL_07707_013_20191114T225442_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07707_013_20191114T225442_0601_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07707_013_20191114T225442_0601_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07707_013_20191114T225442_0601_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_07707_013_20191114T225442_0601_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07707_013_20191114T225442_0601_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07707_013_20191114T225442_0601_01.ETdaily.au_asm.csv,,,,,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/11/14/ECOSTRESS_L3_ET_PT-JPL_07707_013_20191114T225442_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07707_013_20191114T225442_0601_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07707_013_20191114T225442_0601_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07707_013_20191114T225442_0601_01.ETinstUncertainty.au_asm.csv,89.27064,1.327818538,87.649,90.182,25,89.34811111,1.533460317,87.637,90.674,9
11/16/19 16:47,0,au_asm,-22.283,133.249,11/16/19 7:56,11/16/19 16:47,16.79166667,7728,23,601,1,313.5,35.32473373,61.25556564,,TRUE,TRUE,64448,1,160,0,0,0,51,0,2116,0,0,1,24.7292366,/ops/store3/PRODUCTS/L1B_GEO/2019/11/16/ECOSTRESS_L1B_GEO_07728_023_20191116T075606_0601_01.h5,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/11/16/ECOSTRESS_L3_ET_PT-JPL_07728_023_20191116T075606_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07728_023_20191116T075606_0601_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07728_023_20191116T075606_0601_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07728_023_20191116T075606_0601_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_07728_023_20191116T075606_0601_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07728_023_20191116T075606_0601_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07728_023_20191116T075606_0601_01.ETdaily.au_asm.csv,,,,,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/11/16/ECOSTRESS_L3_ET_PT-JPL_07728_023_20191116T075606_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07728_023_20191116T075606_0601_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07728_023_20191116T075606_0601_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07728_023_20191116T075606_0601_01.ETinstUncertainty.au_asm.csv,35.17712,1.082917405,34.539,35.981,25,34.91255556,0.907324162,33.92,35.731,9
11/20/19 15:18,0,au_asm,-22.283,133.249,11/20/19 6:19,11/20/19 15:18,15.31611111,7789,22,601,1,327.8399963,60.89165878,61.18302536,,TRUE,TRUE,60352,1,160,0,0,0,51,0,2116,0,0,1,48.39321136,/ops/store3/PRODUCTS/L1B_GEO/2019/11/20/ECOSTRESS_L1B_GEO_07789_022_20191120T061950_0601_01.h5,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/11/20/ECOSTRESS_L3_ET_PT-JPL_07789_022_20191120T061950_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07789_022_20191120T061950_0601_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07789_022_20191120T061950_0601_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07789_022_20191120T061950_0601_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_07789_022_20191120T061950_0601_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07789_022_20191120T061950_0601_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07789_022_20191120T061950_0601_01.ETdaily.au_asm.csv,,,,,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/11/20/ECOSTRESS_L3_ET_PT-JPL_07789_022_20191120T061950_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07789_022_20191120T061950_0601_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07789_022_20191120T061950_0601_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07789_022_20191120T061950_0601_01.ETinstUncertainty.au_asm.csv,61.368,2.268068024,60.086,63.245,25,60.544,2.118121232,59.558,61.194,9
12/1/19 11:00,0,au_asm,-22.283,133.249,12/1/19 2:16,12/1/19 11:00,11.01222222,7957,19,601,1,329.7599792,92.87493896,67.11823273,,TRUE,TRUE,39872,1,160,0,0,0,51,0,2116,0,0,1,38.01281738,/ops/store3/PRODUCTS/L1B_GEO/2019/12/01/ECOSTRESS_L1B_GEO_07957_019_20191201T021646_0601_01.h5,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/12/01/ECOSTRESS_L3_ET_PT-JPL_07957_019_20191201T021646_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07957_019_20191201T021646_0601_01.ETinst.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07957_019_20191201T021646_0601_01.ETinst.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07957_019_20191201T021646_0601_01.ETinst.au_asm.csv,raster/ECOSTRESS_L3_ET_PT-JPL_07957_019_20191201T021646_0601_01.ETdaily.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07957_019_20191201T021646_0601_01.ETdaily.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07957_019_20191201T021646_0601_01.ETdaily.au_asm.csv,,,,,/ops/store3/PRODUCTS/L3_ET_PT_JPL/2019/12/01/ECOSTRESS_L3_ET_PT-JPL_07957_019_20191201T021646_0601_01.h5,raster/ECOSTRESS_L3_ET_PT-JPL_07957_019_20191201T021646_0601_01.ETinstUncertainty.au_asm.tif,map/ECOSTRESS_L3_ET_PT-JPL_07957_019_20191201T021646_0601_01.ETinstUncertainty.au_asm.jpeg,neighborhood/ECOSTRESS_L3_ET_PT-JPL_07957_019_20191201T021646_0601_01.ETinstUncertainty.au_asm.csv,92.84495833,1.948286522,92.07825,93.812,25,92.831,2.60195268,90.6705,94.57825,9